W,cos_th,cs,dcs
1.625,-0.1,79.0523,15.4903
1.625,0,60.463,12.3692
1.625,0.1,53.492,11.2242
1.625,0.2,82.3468,15.6745
1.625,0.3,85.4503,15.2811
1.625,0.4,80.4051,14.4318
1.625,0.5,77.9382,15.5989
1.625,0.6,91.0048,18.9308
1.625,0.7,115.562,26.5231
1.635,-0.5,65.54,14.8605
1.635,-0.4,73.1794,14.1508
1.635,-0.3,87.5511,16.2077
1.635,-0.2,74.4686,14.245
1.635,-0.1,67.2111,12.6183
1.635,0,75.7578,12.327
1.635,0.1,84.6227,12.9269
1.635,0.2,97.2914,14.3996
1.635,0.3,88.5538,14.4821
1.635,0.4,100.188,18.0981
1.635,0.5,89.0631,15.9978
1.635,0.6,83.2062,13.7779
1.635,0.7,94.8086,14.885
1.635,0.8,74.7869,19.0229
1.645,-0.5,91.6096,16.869
1.645,-0.4,80.1504,13.8669
1.645,-0.3,81.6306,14.4609
1.645,-0.2,91.0207,16.1602
1.645,-0.1,65.6196,12.6837
1.645,0,101.063,15.3268
1.645,0.1,105.504,14.8095
1.645,0.2,111.997,16.7077
1.645,0.3,134.438,22.0733
1.645,0.4,107.652,15.711
1.645,0.5,111.504,15.2103
1.645,0.6,165.171,21.3804
1.645,0.7,162.163,21.9879
1.645,0.8,172.206,24.9457
1.655,-0.1,101.716,15.074
1.655,0,111.886,15.3686
1.655,0.1,129.632,16.8768
1.655,0.2,144.051,21.6798
1.655,0.3,151.006,20.9786
1.655,0.4,138.528,16.7892
1.655,0.5,157.388,18.9753
1.655,0.6,162.036,19.9014
1.655,0.7,149.446,19.2163
1.655,0.8,179.766,24.2111
1.665,0,143.446,18.8254
1.665,0.1,166.778,21.5752
1.665,0.2,161.813,25.9913
1.665,0.3,167.606,21.311
1.665,0.4,161.017,19.3831
1.665,0.5,174.816,21.3858
1.665,0.6,191.336,23.5252
1.665,0.7,211.549,26.6852
1.665,0.8,203.702,27.2471
1.675,-0.5,167.383,27.5513
1.675,-0.4,176.391,23.2427
1.675,-0.3,157.309,20.696
1.675,-0.2,177.171,22.6437
1.675,-0.1,187.405,23.5299
1.675,0,166.285,19.1359
1.675,0.1,186.482,21.3953
1.675,0.2,182.455,25.6303
1.675,0.3,217.708,24.3124
1.675,0.4,204.387,22.6205
1.675,0.5,214.477,24.7495
1.675,0.6,226.891,26.1668
1.675,0.7,255.062,30.2598
1.675,0.8,260.553,31.7229
1.685,-0.5,151.85,20.6577
1.685,-0.4,153.441,19.3721
1.685,-0.3,188.217,22.7416
1.685,-0.2,194.646,23.4971
1.685,-0.1,203.862,23.2547
1.685,0,177.585,19.8553
1.685,0.1,194.615,21.3591
1.685,0.2,205.565,25.0913
1.685,0.3,204.737,22.3871
1.685,0.4,224.918,24.2763
1.685,0.5,224.042,24.3544
1.685,0.6,260.027,29.0513
1.685,0.7,305.371,34.2898
1.685,0.8,289.614,33.6862
1.695,-0.5,131.796,18.4696
1.695,-0.4,151.006,71.3111
1.695,-0.3,173.208,19.642
1.695,-0.2,164.375,18.5857
1.695,-0.1,170.55,19.3102
1.695,0,163.102,18.141
1.695,0.1,221.432,23.8341
1.695,0.2,203.432,23.9907
1.695,0.3,228.594,24.3277
1.695,0.4,251.767,26.6498
1.695,0.5,255.062,27.0081
1.695,0.6,270.532,28.9072
1.695,0.7,300.357,35.3396
1.695,0.8,311.403,49.0114
1.705,-0.5,168.816,64.9704
1.705,-0.4,155.574,68.8796
1.705,-0.3,149.224,20.1097
1.705,-0.2,163.579,29.7989
1.705,-0.1,179.017,21.1698
1.705,0,156.672,17.6231
1.705,0.1,204.212,22.0645
1.705,0.2,239.846,27.2146
1.705,0.3,233.512,25.0285
1.705,0.4,254.966,27.1379
1.705,0.5,271.932,28.8001
1.705,0.6,308.872,32.8784
1.705,0.7,341.021,36.4857
1.705,0.8,383.293,42.4956
1.705,0.88,418.196,53.4849
1.715,-0.5,125.255,42.869
1.715,-0.4,135.775,24.9606
1.715,-0.3,141.218,24.2932
1.715,-0.2,165.473,19.4813
1.715,-0.1,158.837,18.1591
1.715,0,158.709,18.739
1.715,0.1,211.851,22.6811
1.715,0.2,238.319,26.3412
1.715,0.3,241.358,25.459
1.715,0.4,263.019,27.7102
1.715,0.5,305.498,31.9324
1.715,0.6,324.947,33.9924
1.715,0.7,334.591,36.4466
1.715,0.8,415.776,50.3834
1.715,0.88,418.387,51.5575
1.725,-0.5,101.445,36.6375
1.725,-0.4,115.324,17.2024
1.725,-0.3,126.035,15.9579
1.725,-0.2,134.9,16.5003
1.725,-0.1,158.789,19.48
1.725,0,163.325,18.2953
1.725,0.1,198.864,21.9851
1.725,0.2,231.109,25.6422
1.725,0.3,251.751,27.7736
1.725,0.4,278.887,29.2831
1.725,0.5,318.533,33.2221
1.725,0.6,317.705,33.2394
1.725,0.7,353.276,37.2592
1.725,0.8,417.766,46.8476
1.725,0.89,564.745,175.086
1.735,-0.4,79.6889,17.9415
1.735,-0.3,112.061,13.1472
1.735,-0.2,140.009,15.598
1.735,-0.1,153.935,18.8447
1.735,0,165.553,18.5804
1.735,0.1,194.44,20.7822
1.735,0.2,235.581,25.9718
1.735,0.3,226.971,25.3686
1.735,0.4,271.311,28.4074
1.735,0.5,316.798,32.9097
1.735,0.6,323.88,33.5709
1.735,0.7,365.356,38.1503
1.735,0.8,405.24,45.2143
1.745,-0.4,156.354,32.3299
1.745,-0.3,101.939,13.4885
1.745,-0.2,135.632,15.2063
1.745,-0.1,162.545,17.86
1.745,0,170.566,18.6828
1.745,0.1,196.047,20.9833
1.745,0.2,244.319,26.4519
1.745,0.3,230.568,24.1341
1.745,0.4,259.279,27.0165
1.745,0.5,293.004,30.5348
1.745,0.6,336.135,34.9698
1.745,0.7,343.043,36.7427
1.745,0.8,392.397,42.5693
1.745,0.89,349.663,46.8692
1.755,-0.4,112.347,17.9921
1.755,-0.3,112.538,14.3556
1.755,-0.2,143.319,17.5461
1.755,-0.1,151.993,23.3289
1.755,0,145.07,21.1498
1.755,0.1,186.259,23.086
1.755,0.2,224.281,24.6592
1.755,0.3,234.26,24.4964
1.755,0.4,249.316,26.0945
1.755,0.5,311.259,32.3593
1.755,0.6,314.124,34.1702
1.755,0.7,331.01,34.6374
1.755,0.8,372.534,40.9085
1.755,0.89,344.029,46.7402
1.765,-0.5,94.4585,23.3977
1.765,-0.4,99.5514,16.0497
1.765,-0.3,112.936,17.7328
1.765,-0.2,122.629,18.0127
1.765,-0.1,138.719,19.7466
1.765,0,154.953,16.901
1.765,0.1,183.012,19.4404
1.765,0.2,221.973,24.0158
1.765,0.3,235.215,24.4704
1.765,0.4,238.287,24.8052
1.765,0.5,269.704,28.0185
1.765,0.6,318.087,32.9996
1.765,0.7,317.116,33.5801
1.765,0.8,367.918,39.6754
1.765,0.89,422.063,61.0553
1.775,-0.5,94.8404,14.9608
1.775,-0.4,106.188,14.1646
1.775,-0.3,122.295,13.6221
1.775,-0.2,136.268,14.7639
1.775,-0.1,163.627,17.8045
1.775,0,159.266,17.291
1.775,0.1,195.49,20.8471
1.775,0.2,229.867,24.6541
1.775,0.3,241.231,25.0194
1.775,0.4,250.765,27.1815
1.775,0.5,257.99,29.7197
1.775,0.6,303.97,32.8523
1.775,0.7,334.703,38.7909
1.775,0.8,335.897,37.4606
1.785,-0.5,73.9434,20.9409
1.785,-0.4,98.1031,16.124
1.785,-0.3,117.695,16.327
1.785,-0.2,132.687,14.4278
1.785,-0.1,160.046,17.8105
1.785,0,172.683,18.5691
1.785,0.1,209.384,22.2184
1.785,0.2,230.249,24.771
1.785,0.3,206.504,22.1306
1.785,0.4,234.021,26.476
1.785,0.5,279.094,29.1016
1.785,0.6,288.102,29.8933
1.785,0.7,326.093,34.0375
1.785,0.8,327.62,35.6114
1.795,-0.6,98.692,33.098
1.795,-0.5,110.931,13.6801
1.795,-0.4,114.767,13.0857
1.795,-0.3,119.525,13.3385
1.795,-0.2,140.868,15.2681
1.795,-0.1,163.261,17.7396
1.795,0,171.33,19.454
1.795,0.1,207.379,24.1778
1.795,0.2,208.238,25.4198
1.795,0.3,231.491,24.3523
1.795,0.4,255.125,27.0934
1.795,0.5,277.216,28.802
1.795,0.6,317.673,32.7258
1.795,0.7,314.045,37.757
1.805,-0.6,104.979,29.616
1.805,-0.5,110.056,20.4907
1.805,-0.4,115.244,17.1734
1.805,-0.3,115.371,13.4961
1.805,-0.2,138.242,14.8924
1.805,-0.1,158.439,17.0455
1.805,0,174.864,18.6311
1.805,0.1,200.249,21.1724
1.805,0.2,223.66,26.3978
1.805,0.3,222.18,23.4844
1.805,0.4,255.682,26.5057
1.805,0.5,267.253,27.656
1.805,0.6,301.026,30.9502
1.805,0.7,324.692,33.5711
1.805,0.8,344.57,37.135
1.805,0.89,388.8,50.7866
1.815,-0.7,83.3972,39.5947
1.815,-0.6,102.209,17.6355
1.815,-0.5,108.082,14.5602
1.815,-0.4,122.422,13.8133
1.815,-0.3,123.632,13.7009
1.815,-0.2,144.879,15.6751
1.815,-0.1,170.041,18.4632
1.815,0,180.195,19.3848
1.815,0.1,221.082,23.6571
1.815,0.2,232.78,25.3457
1.815,0.3,231.618,24.0939
1.815,0.4,269.29,28.0223
1.815,0.5,287.338,29.8583
1.815,0.6,318.485,32.9919
1.815,0.7,335.721,34.8435
1.815,0.8,340.91,37.3518
1.815,0.89,355.886,44.5903
1.825,-0.7,79.6093,32.9195
1.825,-0.6,99.5992,15.279
1.825,-0.5,118.077,13.5685
1.825,-0.4,109.865,12.2609
1.825,-0.3,114.003,13.1994
1.825,-0.2,137.367,14.6839
1.825,-0.1,159.457,17.1873
1.825,0,176.296,18.7223
1.825,0.1,197.288,20.8925
1.825,0.2,208.445,22.0613
1.825,0.3,230.504,23.8387
1.825,0.4,249.316,25.8122
1.825,0.5,267.603,27.5941
1.825,0.6,287.593,29.508
1.825,0.7,332.459,34.2682
1.825,0.8,344.793,37.3363
1.825,0.89,367.887,46.8531
1.835,-0.6,95.5566,31.6375
1.835,-0.5,119.414,19.6183
1.835,-0.4,116.995,13.6433
1.835,-0.3,121.117,13.2786
1.835,-0.2,134.852,14.4375
1.835,-0.1,160.142,17.2568
1.835,0,175.023,18.6242
1.835,0.1,218.106,23.0629
1.835,0.2,223.692,23.5318
1.835,0.3,230.472,23.7955
1.835,0.4,247.104,25.5779
1.835,0.5,265.12,27.4499
1.835,0.6,285.715,29.3394
1.835,0.7,326.013,33.5622
1.835,0.8,359.404,38.2802
1.845,-0.7,98.9785,15.7404
1.845,-0.6,101.429,12.7076
1.845,-0.5,111.902,12.7887
1.845,-0.4,118.411,13.1269
1.845,-0.3,123.982,13.4095
1.845,-0.2,138.21,14.6646
1.845,-0.1,162.975,17.3342
1.845,0,175.293,18.4819
1.845,0.1,208.636,21.9723
1.845,0.2,215.321,22.56
1.845,0.3,239.019,24.6243
1.845,0.4,241.311,24.9486
1.845,0.5,274.049,28.1971
1.845,0.6,274.272,28.1138
1.845,0.7,301.997,31.0707
1.845,0.8,318.437,33.8861
1.845,0.89,284.33,34.7019
1.855,-0.6,110.39,13.0219
1.855,-0.5,110.708,12.7707
1.855,-0.4,116.199,12.7256
1.855,-0.3,129.632,13.9104
1.855,-0.2,142.157,15.1384
1.855,-0.1,160.667,17.6167
1.855,0,181.071,20.1747
1.855,0.1,204.53,21.7346
1.855,0.2,218.201,22.926
1.855,0.3,228.642,23.5673
1.855,0.4,256.558,26.6582
1.855,0.5,274.908,28.4367
1.855,0.6,295.598,30.4606
1.855,0.7,317.88,32.7344
1.855,0.8,311.45,33.3087
1.865,-0.7,98.4214,13.3637
1.865,-0.6,112.745,13.0748
1.865,-0.5,120.608,13.5789
1.865,-0.4,124.093,13.6748
1.865,-0.3,125.335,13.5833
1.865,-0.2,142.921,15.1778
1.865,-0.1,167.256,17.7639
1.865,0,187.309,19.7426
1.865,0.1,223.549,23.6345
1.865,0.2,222.849,23.2296
1.865,0.3,219.65,22.6409
1.865,0.4,253.152,26.1546
1.865,0.5,266.632,27.4275
1.865,0.6,286.049,29.291
1.865,0.7,312.469,32.1597
1.865,0.8,316.702,33.9414
1.865,0.89,311.275,38.1144
1.875,-0.8,108.942,28.8869
1.875,-0.7,120.783,39.9096
1.875,-0.6,126.258,17.6397
1.875,-0.5,139.101,16.1051
1.875,-0.4,124.937,14.8816
1.875,-0.3,138.847,15.0204
1.875,-0.2,140.868,14.9846
1.875,-0.1,174.147,18.4612
1.875,0,188.296,19.8413
1.875,0.1,230.504,24.4115
1.875,0.2,224.981,23.4521
1.875,0.3,224.775,23.323
1.875,0.4,251.847,26.0084
1.875,0.5,267.969,27.5762
1.875,0.6,288.293,29.5481
1.875,0.7,299.243,30.7731
1.875,0.8,319.567,34.0414
1.875,0.89,373.473,45.1668
1.885,-0.7,113.637,15.4641
1.885,-0.6,118.857,14.2158
1.885,-0.5,131.096,16.3605
1.885,-0.4,127.228,13.7703
1.885,-0.3,126.369,13.5145
1.885,-0.2,150.37,15.8863
1.885,-0.1,174.561,18.4741
1.885,0,167.336,17.6566
1.885,0.1,218.965,23.2492
1.885,0.2,198.753,20.6759
1.885,0.3,223.422,23.0377
1.885,0.4,243.157,25.1272
1.885,0.5,242.584,25.5204
1.885,0.6,272.983,28.827
1.885,0.7,295.296,30.4938
1.885,0.8,303.89,32.3286
1.885,0.89,359.786,44.8831
1.895,-0.8,131.557,23.6653
1.895,-0.7,124.316,16.493
1.895,-0.6,132.99,15.4573
1.895,-0.5,139.722,15.4615
1.895,-0.4,137.016,14.7373
1.895,-0.3,145.42,15.5106
1.895,-0.2,143.367,15.1159
1.895,-0.1,163.468,17.359
1.895,0,175.532,18.5096
1.895,0.1,203.75,21.645
1.895,0.2,197.957,20.6082
1.895,0.3,216.307,22.3364
1.895,0.4,232.048,24.6365
1.895,0.5,255.173,26.9512
1.895,0.6,279.667,28.6892
1.895,0.7,301.089,30.9564
1.895,0.8,324.024,34.4385
1.895,0.89,339.223,43.0359
1.905,-0.8,113.271,20.162
1.905,-0.7,113.684,16.8918
1.905,-0.5,123.998,15.0328
1.905,-0.4,116.661,12.9484
1.905,-0.3,119.923,12.8441
1.905,-0.2,125.589,13.3261
1.905,-0.1,140.979,15.0894
1.905,0,155.781,16.5281
1.905,0.1,181.389,19.4495
1.905,0.2,185.845,19.4618
1.905,0.3,214.541,22.7051
1.905,0.4,234.117,24.4366
1.905,0.5,256.781,26.3734
1.905,0.6,275.402,28.2102
1.905,0.7,296.728,30.434
1.905,0.8,330.867,34.9171
1.905,0.89,349.075,41.6454
1.915,-0.8,124.873,19.0629
1.915,-0.7,106.363,13.4281
1.915,-0.6,119.334,13.563
1.915,-0.5,107.668,12.0076
1.915,-0.4,110.597,11.978
1.915,-0.3,111.743,11.9494
1.915,-0.2,121.785,12.8674
1.915,-0.1,136.666,15.6413
1.915,0,160.046,17.7207
1.915,0.1,171.84,20.1319
1.915,0.2,186.164,19.6239
1.915,0.3,204.594,21.2681
1.915,0.4,231.65,23.9658
1.915,0.5,260.187,26.6909
1.915,0.6,277.487,28.3373
1.915,0.7,319.87,32.701
1.915,0.8,326.172,34.3062
1.915,0.89,397.999,46.8923
1.925,-0.8,142.364,22.8127
1.925,-0.7,118.602,15.2567
1.925,-0.6,113.557,13.1851
1.925,-0.5,99.4082,11.3411
1.925,-0.4,96.9094,10.7135
1.925,-0.3,111.568,12.0556
1.925,-0.2,112.618,12.0766
1.925,-0.1,129.425,13.9261
1.925,0,146.263,15.4981
1.925,0.1,160.587,17.3279
1.925,0.2,185.591,19.2966
1.925,0.3,216.037,22.3103
1.925,0.4,230.95,23.9479
1.925,0.5,250.001,25.7175
1.925,0.6,289.232,29.619
1.925,0.7,305.641,31.3884
1.925,0.8,329.244,34.2991
1.925,0.89,400.084,47.8657
1.935,-0.8,127.626,19.3398
1.935,-0.7,108.369,13.2498
1.935,-0.6,103.148,12.2483
1.935,-0.5,108.034,13.0862
1.935,-0.4,85.1638,12.5478
1.935,-0.3,81.8852,9.33785
1.935,-0.2,105.87,11.3044
1.935,-0.1,119.7,12.8348
1.935,0,137.001,14.4465
1.935,0.1,170.773,18.3216
1.935,0.2,173.001,17.9093
1.935,0.3,206.36,21.2476
1.935,0.4,220.541,22.7782
1.935,0.5,241.04,24.7501
1.935,0.6,269.115,27.5415
1.935,0.7,317.689,32.5078
1.935,0.8,320.793,33.2065
1.935,0.89,403.06,46.0779
1.945,-0.8,153.282,23.4733
1.945,-0.7,105.504,14.5989
1.945,-0.6,98.4851,11.6075
1.945,-0.5,101.223,12.1391
1.945,-0.4,87.6944,10.0003
1.945,-0.3,89.4292,10.183
1.945,-0.2,96.6707,11.6278
1.945,-0.1,109.912,11.9771
1.945,0,137.16,14.5496
1.945,0.1,165.76,17.897
1.945,0.2,168.688,17.5272
1.945,0.3,202.7,20.9799
1.945,0.4,234.817,24.3973
1.945,0.5,244.494,25.459
1.945,0.6,284.569,29.1673
1.945,0.7,323.801,33.1869
1.945,0.8,331.615,34.474
1.945,0.89,374.126,42.4632
1.965,-0.9,163.739,38.7977
1.965,-0.8,141.441,23.6253
1.965,-0.69,123.584,45.7241
1.965,-0.6,96.4956,16.0394
1.965,-0.5,76.8718,11.3187
1.965,-0.4,71.6356,7.60805
1.965,-0.3,76.4899,8.02724
1.965,-0.2,84.0497,8.7506
1.965,-0.1,98.1986,10.2292
1.965,0,118.141,12.1716
1.965,0.1,145.038,15.0782
1.965,0.2,157.802,16.0703
1.965,0.3,190.349,19.3428
1.965,0.4,217.453,22.0921
1.965,0.5,227.56,23.0691
1.965,0.6,272.648,27.6797
1.965,0.7,303.827,30.7458
1.965,0.8,353.738,35.9793
1.965,0.89,352.878,38.2111
1.975,-0.9,133.404,30.252
1.975,-0.8,124.746,15.9649
1.975,-0.7,106.156,11.5819
1.975,-0.6,81.2963,8.83282
1.975,-0.5,68.1501,7.40505
1.975,-0.4,59.1579,6.37933
1.975,-0.3,62.9935,6.70876
1.975,-0.2,73.5455,7.71771
1.975,-0.1,94.4266,9.88634
1.975,0,98.9307,10.2606
1.975,0.1,137.669,14.3754
1.975,0.2,144.083,14.6997
1.975,0.3,184.874,18.819
1.975,0.4,206.933,21.0604
1.975,0.5,226.111,22.9315
1.975,0.6,255.762,25.8962
1.975,0.7,286.463,29.0157
1.975,0.8,308.601,31.4441
1.975,0.89,344.809,37.9568
1.985,-0.9,98.0076,23.0236
1.985,-0.8,147.632,19.2787
1.985,-0.7,91.2276,10.689
1.985,-0.6,76.6649,8.36973
1.985,-0.5,63.1209,6.97178
1.985,-0.4,56.5478,6.74485
1.985,-0.3,56.2772,5.996
1.985,-0.2,66.6223,7.00996
1.985,-0.1,80.2618,8.44487
1.985,0,107.35,11.1148
1.985,0.1,128.327,13.3982
1.985,0.2,146.136,14.9073
1.985,0.3,176.694,17.9798
1.985,0.4,198.753,20.2241
1.985,0.5,241.39,24.4673
1.985,0.6,258.452,26.2347
1.985,0.7,296.792,30.0458
1.985,0.8,298.002,30.3581
1.985,0.89,291.954,31.4222
1.995,-0.9,115.085,38.7823
1.995,-0.8,118.395,15.2607
1.995,-0.7,84.8296,9.4878
1.995,-0.6,69.5666,7.75268
1.995,-0.5,62.9458,7.1798
1.995,-0.4,48.3513,6.33316
1.995,-0.3,52.9986,5.71882
1.995,-0.2,57.8687,6.15641
1.995,-0.1,81.1213,8.59257
1.995,0,99.8379,10.4134
1.995,0.1,125.86,13.2
1.995,0.2,141.139,14.4409
1.995,0.3,175.755,17.9303
1.995,0.4,194.169,19.7952
1.995,0.5,225.077,22.8539
1.995,0.6,250.876,25.4318
1.995,0.7,295.137,29.918
1.995,0.8,297.795,30.3811
1.995,0.89,302.967,34.5386
2.005,-0.9,95.1428,19.3961
2.005,-0.8,114.416,14.1491
2.005,-0.7,79.3069,8.67568
2.005,-0.6,57.4549,6.34391
2.005,-0.5,46.1072,5.12089
2.005,-0.4,46.1708,5.02745
2.005,-0.3,46.1231,4.93339
2.005,-0.2,53.5875,5.68892
2.005,-0.1,72.2086,7.95018
2.005,0,87.6148,9.11961
2.005,0.1,113.525,11.8709
2.005,0.2,132.067,13.4746
2.005,0.3,163.022,16.592
2.005,0.4,189.585,19.2908
2.005,0.5,207.283,21.0088
2.005,0.6,247.581,25.0535
2.005,0.7,261.985,26.5183
2.005,0.8,281.545,28.649
2.005,0.89,308.824,34.7277
2.015,-0.9,128.868,33.8691
2.015,-0.8,118.284,15.2521
2.015,-0.7,66.3835,7.49037
2.015,-0.6,56.4523,6.41166
2.015,-0.5,44.3565,5.01484
2.015,-0.4,35.3961,3.97753
2.015,-0.3,37.6561,4.15268
2.015,-0.2,47.1735,5.08335
2.015,-0.1,64.6806,6.88908
2.015,0,79.482,8.32223
2.015,0.1,110.804,11.6595
2.015,0.2,127.483,13.0524
2.015,0.3,150.465,15.3828
2.015,0.4,185.002,18.8527
2.015,0.5,212.742,21.5923
2.015,0.6,236.775,24.0042
2.015,0.7,248.441,25.1864
2.015,0.8,283.646,28.925
2.015,0.89,337.281,38.9497
2.025,-0.9,102.193,21.8716
2.025,-0.8,94.4903,12.4359
2.025,-0.7,71.8903,8.06733
2.025,-0.6,45.8048,5.22535
2.025,-0.5,42.1442,4.78215
2.025,-0.4,32.3562,3.62003
2.025,-0.3,34.1069,3.73728
2.025,-0.2,42.3989,4.58711
2.025,-0.1,58.76,6.2675
2.025,0,77.6835,8.15064
2.025,0.1,101.589,10.7197
2.025,0.2,121.865,12.4629
2.025,0.3,150.163,15.3241
2.025,0.4,167.288,17.047
2.025,0.5,201.665,20.4655
2.025,0.6,227.098,23.0157
2.025,0.7,259.693,26.3198
2.025,0.8,273.81,27.8983
2.025,0.89,272.203,29.6906
2.035,-0.8,86.0392,11.0236
2.035,-0.7,60.8609,6.84623
2.035,-0.6,49.3221,5.58028
2.035,-0.5,41.0142,4.68287
2.035,-0.4,28.6161,3.26671
2.035,-0.3,34.0432,3.75127
2.035,-0.2,43.6562,4.72155
2.035,-0.1,55.7042,5.95341
2.035,0,82.2035,8.61999
2.035,0.1,105.122,11.0259
2.035,0.2,122.979,12.5818
2.035,0.3,149.415,15.2476
2.035,0.4,177.792,18.0877
2.035,0.5,207.347,21.0309
2.035,0.6,232.669,23.5606
2.035,0.7,272.012,27.5435
2.035,0.8,286.001,29.1016
2.035,0.89,290.808,33.0221
2.045,-0.9,93.9332,22.5633
2.045,-0.8,93.233,12.4984
2.045,-0.7,55.4814,6.37278
2.045,-0.6,43.1787,4.99675
2.045,-0.5,32.4994,4.08016
2.045,-0.4,27.9635,3.21755
2.045,-0.3,29.1413,3.26848
2.045,-0.2,36.8603,4.06041
2.045,-0.1,54.988,5.92121
2.045,0,74.771,7.90398
2.045,0.1,92.6441,9.78569
2.045,0.2,108.926,11.1936
2.045,0.3,145.102,14.9417
2.045,0.4,169.564,17.292
2.045,0.5,191.623,19.471
2.045,0.6,230.297,23.3522
2.045,0.7,254.759,25.8438
2.045,0.8,268.033,27.3316
2.045,0.89,343.058,39.1176
2.055,-0.9,86.8668,39.809
2.055,-0.8,71.6675,9.64965
2.055,-0.7,53.8103,6.14156
2.055,-0.6,40.5049,4.75088
2.055,-0.5,29.3004,3.42142
2.055,-0.4,24.2552,2.83322
2.055,-0.3,25.3216,2.84869
2.055,-0.2,33.0724,3.62988
2.055,-0.1,51.0092,5.47515
2.055,0,72.1768,7.61738
2.055,0.1,92.1825,9.66264
2.055,0.2,111.408,11.4072
2.055,0.3,141.059,14.4067
2.055,0.4,171.378,17.4486
2.055,0.5,187.453,19.0217
2.055,0.6,228.944,23.1877
2.055,0.7,277.248,28.0807
2.055,0.8,278.489,28.3428
2.055,0.89,278.792,32.0471
2.065,-0.9,84.9728,19.7327
2.065,-0.8,74.023,10.0059
2.065,-0.7,54.3355,6.31342
2.065,-0.6,38.6587,4.51047
2.065,-0.5,29.5392,3.59734
2.065,-0.4,25.608,2.99015
2.065,-0.3,26.2765,2.96276
2.065,-0.2,33.6135,3.72594
2.065,-0.1,46.6165,5.04987
2.065,0,74.3254,7.90425
2.065,0.1,89.079,9.39194
2.065,0.2,108.623,11.3146
2.065,0.3,143.653,15.008
2.065,0.4,172.222,17.8633
2.065,0.5,196.429,19.947
2.065,0.6,225.65,22.8755
2.065,0.7,253.741,25.7248
2.065,0.8,277.869,28.2672
2.065,0.89,310.384,34.5811
2.075,-0.9,75.519,28.1671
2.075,-0.8,71.4606,9.42376
2.075,-0.7,47.5555,5.4635
2.075,-0.6,32.5949,3.77781
2.075,-0.5,26.9449,3.15398
2.075,-0.4,24.1916,2.82777
2.075,-0.3,24.6054,2.75597
2.075,-0.2,32.6586,3.79136
2.075,-0.1,43.8313,4.84015
2.075,0,69.0255,7.59449
2.075,0.1,85.88,8.99935
2.075,0.2,101,10.3568
2.075,0.3,130.475,13.3219
2.075,0.4,159.139,16.1898
2.075,0.5,189.697,19.2429
2.075,0.6,217.724,22.0446
2.075,0.7,251.401,25.4505
2.075,0.8,279.428,28.3613
2.075,0.89,291.11,33.262
2.085,-0.9,74.8824,20.8553
2.085,-0.8,68.6594,9.52713
2.085,-0.7,47.4123,5.8285
2.085,-0.6,39.1521,4.53667
2.085,-0.5,26.9449,3.40694
2.085,-0.4,25.0669,2.95232
2.085,-0.3,23.6186,3.19293
2.085,-0.2,33.1361,4.44334
2.085,-0.1,45.8207,5.70926
2.085,0,65.5559,7.89122
2.085,0.1,79.5138,8.39399
2.085,0.2,103.18,10.6088
2.085,0.3,141.68,14.5142
2.085,0.4,166.667,16.9954
2.085,0.5,197.384,20.0663
2.085,0.6,228.165,23.1314
2.085,0.7,273.603,27.739
2.085,0.8,287.609,29.2451
2.085,0.89,316.973,38.311
2.095,-0.9,94.2356,43.7753
2.095,-0.8,79.9276,10.8605
2.095,-0.7,46.6642,5.37028
2.095,-0.6,36.2555,4.22252
2.095,-0.5,28.6638,3.40089
2.095,-0.4,24.7327,2.89881
2.095,-0.3,24.4144,2.7759
2.095,-0.2,32.4358,3.68589
2.095,-0.1,40.9028,4.4492
2.095,0,65.6196,7.02729
2.095,0.1,77.3652,8.15989
2.095,0.2,98.2941,10.1304
2.095,0.3,125.732,12.917
2.095,0.4,151.866,15.4973
2.095,0.5,184.015,18.6913
2.095,0.6,222.244,22.5111
2.095,0.7,260.362,26.3731
2.095,0.8,283.917,28.8227
2.095,0.89,310.989,37.2297
2.105,-0.9,92.1507,21.7374
2.105,-0.8,75.328,10.124
2.105,-0.7,46.8393,5.35437
2.105,-0.6,37.2263,4.30617
2.105,-0.5,30.4145,3.52532
2.105,-0.4,23.0616,2.7148
2.105,-0.3,24.0165,2.71086
2.105,-0.2,29.3482,3.28694
2.105,-0.1,40.8869,4.4353
2.105,0,57.3117,6.19634
2.105,0.1,66.0811,6.95855
2.105,0.2,88.6016,9.11696
2.105,0.3,118.586,12.1633
2.105,0.4,143.621,14.6482
2.105,0.5,175.675,17.8507
2.105,0.6,207.076,20.9936
2.105,0.7,240.404,24.3727
2.105,0.8,270.993,27.514
2.105,0.89,260.473,30.836
2.115,-0.89,86.1824,24.3065
2.115,-0.8,65.4763,9.43695
2.115,-0.7,45.6775,5.65994
2.115,-0.6,37.7038,4.39583
2.115,-0.5,30.9238,3.65143
2.115,-0.4,23.4435,2.78104
2.115,-0.3,25.1942,2.98855
2.115,-0.2,29.8416,3.38956
2.115,-0.1,35.3006,3.91247
2.115,0,55.7361,6.13441
2.115,0.1,63.8689,6.7644
2.115,0.2,86.5007,8.94043
2.115,0.3,117.377,12.0785
2.115,0.4,135.855,13.918
2.115,0.5,172.699,17.5813
2.115,0.6,206.886,21.0044
2.115,0.7,236.106,23.9815
2.115,0.8,268.335,27.3519
2.115,0.89,293.673,36.3504
2.125,-0.8,60.6062,17.5073
2.125,-0.6,36.0804,4.39789
