1.775   1.000   0.480   -0.60    14.52    3.58     3.041    6.463    -2.39    11.05
1.775   1.000   0.480   -0.25    26.97    3.32     0.523    5.926    -5.57    10.37
1.775   1.000   0.480    0.05    31.72    5.64     9.984   11.667   -10.08    14.83
1.775   1.000   0.480    0.35    35.73    5.70    -1.146   12.191    -9.70    16.93
1.775   1.000   0.480    0.65    30.85    7.54    -9.334   15.825    -5.29    20.75
1.775   1.000   0.480    0.90    28.56    6.84     2.645   12.290     9.52    19.27
1.825   1.000   0.425   -0.60    32.60    3.52    -7.594    6.491    10.55    12.62
1.825   1.000   0.425   -0.25    45.46    3.63     6.237    6.435   -18.92    12.84
1.825   1.000   0.425    0.05    54.40    4.14    -4.879    7.948   -19.32    14.11
1.825   1.000   0.425    0.35    62.10    5.98     3.196   12.841    -1.71    19.30
1.825   1.000   0.425    0.65    40.45    6.73   -13.378   15.684   -28.15    23.25
1.825   1.000   0.425    0.90    52.97    9.37    28.143   18.738    -4.58    28.50
1.875   1.000   0.365   -0.60    36.83    3.77   -25.710    8.358    -0.84    16.33
1.875   1.000   0.365   -0.25    59.23    3.79     1.923    7.750   -37.94    16.09
1.875   1.000   0.365    0.05    79.34    4.41     6.604    9.334   -36.72    17.42
1.875   1.000   0.365    0.35    76.68    5.26   -16.758   11.851   -41.41    21.09
1.875   1.000   0.365    0.65    58.10    8.31   -17.126   20.153   -23.82    29.21
1.875   1.000   0.365    0.90    36.29   12.80     5.346   30.618    38.52    46.48
1.925   1.000   0.300   -0.60    29.06    4.59    -2.517   11.653    -9.61    23.38
1.925   1.000   0.300   -0.25    55.56    3.96    -0.339    9.489   -10.71    20.60
1.925   1.000   0.300    0.05    70.30    4.21     4.214   10.027   -45.37    21.47
1.925   1.000   0.300    0.35    60.60    4.74   -11.003   11.540   -41.70    22.70
1.925   1.000   0.300    0.65    50.27    7.06    -6.350   19.488     4.44    33.02
1.925   1.000   0.300    0.90    48.95   14.05    34.776   38.707    25.52    59.69
1.975   1.000   0.231   -0.60    17.11    3.48    -1.541   10.380   -27.65    23.85
1.975   1.000   0.231   -0.25    31.15    3.55    -7.495   10.097   -10.18    24.13
1.975   1.000   0.231    0.05    51.37    3.88    -1.626   10.946   -26.63    26.01
1.975   1.000   0.231    0.35    40.20    4.16   -13.124   11.752   -21.61    26.91
1.975   1.000   0.231    0.65    32.02    7.67   -31.466   24.225   -34.10    46.15
1.975   1.000   0.231    0.90    44.99   27.84    31.792   90.241    16.43   127.44
2.050   1.000   0.119   -0.25    20.98    5.01   -24.989   20.775   -49.05    63.89
2.050   1.000   0.119    0.05    28.89    5.18    35.143   21.722    95.74    62.32
2.050   1.000   0.119    0.35    24.53    4.70   -28.581   20.082    16.15    54.98
2.050   1.000   0.119    0.65    33.62    8.79    58.577   41.521   130.50   109.02
